backend_type,bottleneck_category,concurrency,config_id,engine,evidence_match_rate,failed_metric_family,failed_slos,generation_contract_valid_rate,gpu_telemetry_scope,grounded_rate,json_valid_rate,mean_e2e_latency_ms,mean_total_tokens_per_second,mean_tpot_ms,mean_ttft_ms,memory_mode,model_alias,model_id,passed_slos,recommended_optimization_candidates,requests_attempted,requests_completed,requests_failed,runtime,safety_violation_count,slo_contract_validity,slo_evidence_match,slo_groundedness,slo_json_validity,slo_latency,slo_safety,slo_scope,slo_throughput,slo_tpot,slo_ttft,status,total_cost_usd,total_input_tokens,total_output_tokens,warning_slos
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,16,self_hosted_model3_7b_sglang_mm1_dense_top5_c16,sglang,0.715,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.715,1.0,1995.04437996482,474.7219853008488,51.29303960562369,231.3093038869556,mm1_dense_top5,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,5,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,344463,14661,0
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,32,self_hosted_model3_7b_sglang_mm1_dense_top5_c32,sglang,0.715,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.715,1.0,2846.0454939852934,347.16641230170325,66.17702542045684,577.6360217982437,mm1_dense_top5,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,5,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,344463,14639,0
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,16,self_hosted_model3_7b_sglang_mm2_hybrid_top5_c16,sglang,0.7225,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.7225,1.0,1961.6562213707948,483.06873887570487,47.698685236981675,288.89341551053803,mm2_hybrid_top5,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,5,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,344463,14685,0
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,32,self_hosted_model3_7b_sglang_mm2_hybrid_top5_c32,sglang,0.7225,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.7225,1.0,2930.1925115974154,340.5259578301642,69.92466089652359,516.0976150393253,mm2_hybrid_top5,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,5,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,344463,14816,0
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,16,self_hosted_model3_7b_sglang_mm3_compressed_hybrid_top5_c16,sglang,0.69,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.69,1.0,1968.387991526979,482.8281812628866,49.60719745401651,269.00770142965484,mm3_compressed_hybrid_top5,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,5,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,344463,14648,0
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,32,self_hosted_model3_7b_sglang_mm3_compressed_hybrid_top5_c32,sglang,0.6825,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.6825,1.0,2808.1682157388423,357.45147197801475,68.24594424946565,451.29727340943646,mm3_compressed_hybrid_top5,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,5,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,344463,14589,0
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,16,self_hosted_model3_7b_sglang_mm4_bounded_agentic_c16,sglang,0.6975,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.6975,0.9975,2046.6628133162158,487.88684889609533,58.14937456554054,223.53736477030907,mm4_bounded_agentic,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,3,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,362463,13131,0
self_hosted_gpu,contract_validity;evidence_match;groundedness;safety,32,self_hosted_model3_7b_sglang_mm4_bounded_agentic_c32,sglang,0.7,contract_validity;evidence_match;groundedness;safety,4,0.8,self_hosted_gpu,0.7,1.0,2877.439813198871,370.27768940802144,72.49805950580989,604.7181130689569,mm4_bounded_agentic,model3_7b,Qwen/Qwen2.5-7B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,sglang,3,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0,362463,13101,0
api_provider,contract_validity,4,api_model6_gated_api_provider_route_mm0_no_context_c4,api_provider_route,0.3075,contract_validity,1,0.7975,not_applicable_api_provider,0.3075,1.0,1179.4777375739068,355.4509108151797,22.938893693979104,751.2761705974117,mm0_no_context,model6_gated,meta-llama/Llama-3.1-8B-Instruct,6,generation_contract_prompt_repair,400,400,0,api_provider_route,0,FAIL,ABLATION_REPORTED,ABLATION_REPORTED,PASS,PASS,PASS,no_context_ablation,PASS,PASS,PASS,COMPLETED,0.003538829999999999,156544,8159,0
api_provider,contract_validity;evidence_match;groundedness;safety,4,api_model6_gated_api_provider_route_mm1_dense_top5_c4,api_provider_route,0.94,contract_validity;evidence_match;groundedness;safety,4,0.87,not_applicable_api_provider,0.8175,0.9975,1445.1081029506167,636.7296962635444,17.442343863750395,780.8837078389479,mm1_dense_top5,model6_gated,meta-llama/Llama-3.1-8B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,api_provider_route,6,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.00767856,344463,15786,0
api_provider,contract_validity;evidence_match;groundedness;safety,4,api_model6_gated_api_provider_route_mm2_hybrid_top5_c4,api_provider_route,0.925,contract_validity;evidence_match;groundedness;safety,4,0.87,not_applicable_api_provider,0.8,1.0,1659.8747416376136,586.3226870840043,19.866786849375153,906.6253594862064,mm2_hybrid_top5,model6_gated,meta-llama/Llama-3.1-8B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,api_provider_route,5,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.0076754599999999985,344463,15724,0
api_provider,contract_validity;evidence_match;groundedness;safety,4,api_model6_gated_api_provider_route_mm3_compressed_hybrid_top5_c4,api_provider_route,0.9275,contract_validity;evidence_match;groundedness;safety,4,0.8825,not_applicable_api_provider,0.8125,1.0,1560.2523868653225,592.7315782374399,19.905893371375655,798.7219387554796,mm3_compressed_hybrid_top5,model6_gated,meta-llama/Llama-3.1-8B-Instruct,5,generation_contract_prompt_repair;retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,api_provider_route,7,FAIL,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.00768646,344463,15944,0
api_provider,evidence_match;groundedness;safety,4,api_model6_gated_api_provider_route_mm4_bounded_agentic_c4,api_provider_route,0.9375,evidence_match;groundedness;safety,3,0.985,not_applicable_api_provider,0.9275,0.9975,1511.8363313388545,645.3886862987704,17.333900026782327,797.0438206766266,mm4_bounded_agentic,model6_gated,meta-llama/Llama-3.1-8B-Instruct,6,retrieval_or_context_selection_repair;final_answer_safety_boundary_repair,400,400,0,api_provider_route,11,PASS,FAIL,FAIL,PASS,PASS,FAIL,deployability_contextual,PASS,PASS,PASS,COMPLETED,0.00811446,362463,17304,0
